timestamp,filename,seconds,dataRate,simTime,packetSize,numberOfUes,00:00 ? 08:00,08:00 ? 12:00,12:00 ? 17:00,17:00 ? 20:00,20:00 ? 00:00
Tue Aug 22 10:39:30 1995,,38370,,,,1,,,,,
Tue Aug 22 10:39:30 1995,,38370,,,,3,,,,,
Tue Aug 22 10:39:31 1995,/wow/situr/rad-main.html,38371,13.91,2,120,7,,,,,
Tue Aug 22 10:39:32 1995,/.cache,38372,169.79,3,286,5,,,,,
Tue Aug 22 10:39:33 1995,/ucsd.html,38373,246.99,4,264,7,,,,,
Tue Aug 22 10:39:37 1995,/images/logo.gif,38377,280.91,1,95,3,,,,,
Tue Aug 22 10:39:37 1995,/images/redbar.gif,38377,186.32,4,440,7,,,,,
Tue Aug 22 10:39:38 1995,/images/blackbar.gif,38378,4.71,4,406,11,,,,,
Tue Aug 22 10:39:40 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38380,409.49,1,191,1,,,,,
Tue Aug 22 10:39:43 1995,/EnablingTech/Visualization/vrml/webview.html,38383,445.63,2,457,4,,,,,
Tue Aug 22 10:39:45 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,38385,400.6,2,314,9,,,,,
Tue Aug 22 10:39:53 1995,/Events/vrml95,38393,359.33,1,406,9,,,,,
Tue Aug 22 10:39:55 1995,,38395,,,,2,,,,,
Tue Aug 22 10:39:55 1995,,38395,,,,4,,,,,
Tue Aug 22 10:39:55 1995,,38395,,,,1,,,,,
Tue Aug 22 10:39:57 1995,/Events/vrml95/red_dot.gif,38397,207.26,1,499,1,,,,,
Tue Aug 22 10:39:59 1995,/vrml,38399,73.11,3,316,2,,,,,
Tue Aug 22 10:40:01 1995,/SDSC/Partners/vrml/Images/cube.gif,38401,70.32,2,151,5,,,,,
Tue Aug 22 10:40:01 1995,/SDSC/Partners/vrml/Images/cone.gif,38401,127.44,4,60,11,,,,,
Tue Aug 22 10:40:01 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,38401,534.53,3,323,8,,,,,
Tue Aug 22 10:40:01 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38401,450.42,1,380,7,,,,,
Tue Aug 22 10:40:07 1995,/SDSC/Partners/vrml/repos_software.html,38407,387.05,2,440,10,,,,,
Tue Aug 22 10:40:11 1995,/SDSC/Partners/vrml/examples.html,38411,68.84,4,229,5,,,,,
Tue Aug 22 10:40:13 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38413,409.49,1,191,3,,,,,
Tue Aug 22 10:40:17 1995,/vrml,38417,73.11,3,316,7,,,,,
Tue Aug 22 10:40:17 1995,/SDSC/Partners/Surfrider/scene/main.htm,38417,372.33,4,461,1,,,,,
Tue Aug 22 10:40:19 1995,/SDSC/Partners/vrml/Images/cone.gif,38419,127.44,4,60,3,,,,,
Tue Aug 22 10:40:19 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,38419,534.53,3,323,9,,,,,
Tue Aug 22 10:40:19 1995,/SDSC/Partners/vrml/Images/cube.gif,38419,70.32,2,151,8,,,,,
Tue Aug 22 10:40:19 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38419,450.42,1,380,11,,,,,
Tue Aug 22 10:40:22 1995,/wow/mexico/cancun/akumal.html,38422,277.6,3,113,11,,,,,
Tue Aug 22 10:40:23 1995,/SDSC/Partners/Surfrider/scene/srflogo6.gif,38423,388.95,2,141,5,,,,,
Tue Aug 22 10:40:23 1995,/wow/mexico/cancun/akumal.jpg,38423,242.89,4,452,11,,,,,
Tue Aug 22 10:40:29 1995,/,38429,233.89,4,430,6,,,,,
Tue Aug 22 10:40:31 1995,/images/redbar.gif,38431,186.32,4,440,4,,,,,
Tue Aug 22 10:40:31 1995,/images/biglogo.gif,38431,348.38,1,80,11,,,,,
Tue Aug 22 10:40:31 1995,/images/iotw.gif,38431,392.72,4,64,7,,,,,
Tue Aug 22 10:40:31 1995,/images/blackbar.gif,38431,4.71,4,406,9,,,,,
Tue Aug 22 10:40:33 1995,/SDSC/Partners/vrml/software/modelers.html,38433,4.75,2,261,11,,,,,
Tue Aug 22 10:40:33 1995,/wow/mexico/travl/guide.html,38433,410.05,4,317,3,,,,,
Tue Aug 22 10:40:35 1995,/wow/mexico/travl/wbook1D.gif,38435,78.45,4,158,5,,,,,
Tue Aug 22 10:40:40 1995,/SDSC/Partners/Surfrider/scene/local/main.htm,38440,473.9,2,288,8,,,,,
Tue Aug 22 10:40:41 1995,/SDSC/Partners/vrml/software/browsers.html,38441,364.22,2,182,5,,,,,
Tue Aug 22 10:40:47 1995,/SDSC/Partners/Surfrider/scene/local/caution.gif,38447,128.15,1,72,11,,,,,
Tue Aug 22 10:40:52 1995,/SDSC/Partners/vrml/software/browsers.html,38452,364.22,2,182,8,,,,,
Tue Aug 22 10:40:54 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38454,409.49,1,191,11,,,,,
Tue Aug 22 10:40:54 1995,/,38454,233.89,4,430,9,,,,,
Tue Aug 22 10:41:03 1995,/images/redbar.gif,38463,186.32,4,440,10,,,,,
Tue Aug 22 10:41:04 1995,/wow/mexico/turdr.html,38464,539.08,3,414,9,,,,,
Tue Aug 22 10:41:08 1995,/images/iotw.gif,38468,392.72,4,64,5,,,,,
Tue Aug 22 10:41:10 1995,/,38470,233.89,4,430,11,,,,,
Tue Aug 22 10:41:10 1995,/images/blackbar.gif,38470,4.71,4,406,4,,,,,
Tue Aug 22 10:41:12 1995,/images/blackbar.gif,38472,4.71,4,406,8,,,,,
Tue Aug 22 10:41:15 1995,/wow/mexico/tigerd.gif,38475,352.1,4,226,4,,,,,
Tue Aug 22 10:41:21 1995,/SDSC/Partners/vrml/Images/cube.gif,38481,70.32,2,151,1,,,,,
Tue Aug 22 10:41:21 1995,/SDSC/Partners/vrml/Images/cone.gif,38481,127.44,4,60,5,,,,,
Tue Aug 22 10:41:25 1995,/SDSC/Partners/vrml/software/browsers.html,38485,364.22,2,182,6,,,,,
Tue Aug 22 10:41:25 1995,/wow/mexico/cancun/mayaruin.html,38485,376.77,4,397,5,,,,,
Tue Aug 22 10:41:27 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38487,409.49,1,191,2,,,,,
Tue Aug 22 10:41:28 1995,/SDSC/Partners/vrml/examples.html,38488,68.84,4,229,3,,,,,
Tue Aug 22 10:41:30 1995,/SDSC/Partners/vrml/Images/cone.gif,38490,127.44,4,60,7,,,,,
Tue Aug 22 10:41:30 1995,/SDSC/Partners/Surfrider/scene/hlpmike.htm,38490,432.83,2,351,1,,,,,
Tue Aug 22 10:41:30 1995,/images/biglogo.gif,38490,348.38,1,80,6,,,,,
Tue Aug 22 10:41:30 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38490,409.49,1,191,6,,,,,
Tue Aug 22 10:41:32 1995,/explore.html,38492,481.85,3,380,3,,,,,
Tue Aug 22 10:41:33 1995,/SDSC/Partners/Surfrider/scene/srflogo4.gif,38493,215.23,3,97,6,,,,,
Tue Aug 22 10:41:36 1995,/images/explore.gif,38496,284.35,3,145,5,,,,,
Tue Aug 22 10:41:36 1995,/images/logo.gif,38496,280.91,1,95,10,,,,,
Tue Aug 22 10:41:36 1995,/images/redbar.gif,38496,186.32,4,440,1,,,,,
Tue Aug 22 10:41:36 1995,/images/blackbar.gif,38496,4.71,4,406,2,,,,,
Tue Aug 22 10:41:39 1995,/Services/Consult/Cray/cray.html,38499,235.08,4,348,2,,,,,
Tue Aug 22 10:41:41 1995,/Services/Consult/Misc/cray.gif,38501,24.32,4,260,11,,,,,
Tue Aug 22 10:41:41 1995,/Services/Consult/Misc/search.gif,38501,11.29,4,122,2,,,,,
Tue Aug 22 10:41:41 1995,/Services/Consult/Misc/info_services_icon.gif,38501,461.25,2,235,2,,,,,
Tue Aug 22 10:41:41 1995,/wow/mexico/cancun/akumal.jpg,38501,242.89,4,452,8,,,,,
Tue Aug 22 10:41:45 1995,/wow/mexico/city/taesa.html,38505,166.24,3,62,10,,,,,
Tue Aug 22 10:41:46 1995,/Parts_Collabs/S2K/Images/s2k_logo.gif,38506,421.71,2,178,4,,,,,
Tue Aug 22 10:41:47 1995,/wow/mexico/city/taesa2d.gif,38507,459.26,3,212,10,,,,,
Tue Aug 22 10:42:01 1995,/wow/mexico/cancun/chichen.html,38521,292.3,1,227,6,,,,,
Tue Aug 22 10:42:08 1995,/cgi-bin/imagemap.cgi,38528,509.15,3,465,5,,,,,
Tue Aug 22 10:42:09 1995,/vrml,38529,73.11,3,316,7,,,,,
Tue Aug 22 10:42:09 1995,/SDSC/Partners/vrml/examples.html,38529,68.84,4,229,6,,,,,
Tue Aug 22 10:42:12 1995,/SDSC/Partners/vrml/Images/cube.gif,38532,70.32,2,151,9,,,,,
Tue Aug 22 10:42:12 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38532,450.42,1,380,2,,,,,
Tue Aug 22 10:42:12 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,38532,534.53,3,323,2,,,,,
Tue Aug 22 10:42:12 1995,/SDSC/Partners/vrml/Images/cone.gif,38532,127.44,4,60,8,,,,,
Tue Aug 22 10:42:12 1995,/SDSC/Partners/vrml/Images/cube.gif,38532,70.32,2,151,2,,,,,
Tue Aug 22 10:42:12 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38532,409.49,1,191,3,,,,,
Tue Aug 22 10:42:12 1995,/SDSC/Partners/vrml/Images/cone.gif,38532,127.44,4,60,9,,,,,
Tue Aug 22 10:42:13 1995,/SDSC/Geninfo/Internet/books,38533,58.36,2,398,5,,,,,
Tue Aug 22 10:42:13 1995,/wow/situr/rad-main.html,38533,13.91,2,120,7,,,,,
Tue Aug 22 10:42:13 1995,/ghindex.html,38533,201.64,3,138,11,,,,,
Tue Aug 22 10:42:19 1995,/images/logo.gif,38539,280.91,1,95,4,,,,,
Tue Aug 22 10:42:21 1995,/wow/mexico/cancun/cozumel.html,38541,490.36,3,492,4,,,,,
Tue Aug 22 10:42:21 1995,/SDSC/Partners/vrml/examples.html,38541,68.84,4,229,10,,,,,
Tue Aug 22 10:42:22 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38542,409.49,1,191,4,,,,,
Tue Aug 22 10:42:24 1995,/wow/mexico/cancun/cozumel.jpg,38544,413.65,2,317,5,,,,,
Tue Aug 22 10:42:24 1995,/SDSC/Partners/vrml/repos_software.html,38544,387.05,2,440,6,,,,,
Tue Aug 22 10:42:25 1995,/SDSC/Partners/vrml/Images/cone.gif,38545,127.44,4,60,10,,,,,
Tue Aug 22 10:42:25 1995,/SDSC/Partners/vrml/Images/cube.gif,38545,70.32,2,151,3,,,,,
Tue Aug 22 10:42:35 1995,/SDSC/Partners/vrml/doc.html,38555,521.4,3,304,9,,,,,
Tue Aug 22 10:42:42 1995,/wow/situr/rdsn-x.jpg,38562,594.75,2,418,11,,,,,
Tue Aug 22 10:42:50 1995,/wow/mexico/spa/spad.gif,38570,560.09,1,238,1,,,,,
Tue Aug 22 10:42:54 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38574,409.49,1,191,4,,,,,
Tue Aug 22 10:42:55 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38575,409.49,1,191,3,,,,,
Tue Aug 22 10:42:57 1995,/wow/mexico/cancun/canhome.html,38577,536.93,2,263,6,,,,,
Tue Aug 22 10:43:01 1995,/SDSC/Partners/vrml/examples.html,38581,68.84,4,229,7,,,,,
Tue Aug 22 10:43:03 1995,/SDSC/Partners/vrml/Images/cone.gif,38583,127.44,4,60,1,,,,,
Tue Aug 22 10:43:03 1995,/SDSC/Partners/vrml/Images/cube.gif,38583,70.32,2,151,5,,,,,
Tue Aug 22 10:43:03 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38583,409.49,1,191,8,,,,,
Tue Aug 22 10:43:08 1995,/wow/mexico/cancun/acan3.jpg,38588,512.04,2,367,8,,,,,
Tue Aug 22 10:43:09 1995,/wow/mexico/resort/gallery-2.jpg,38589,411.88,2,376,3,,,,,
Tue Aug 22 10:43:16 1995,/wow/situr/rdsn-nv.jpg,38596,344.98,2,488,8,,,,,
Tue Aug 22 10:43:21 1995,/SDSC/Partners/vrml/software/browsers.html,38601,364.22,2,182,8,,,,,
Tue Aug 22 10:43:24 1995,/wow/mexico/arch/museum.html,38604,414.03,4,444,4,,,,,
Tue Aug 22 10:43:24 1995,/SDSC/Partners/vrml/Images/cone.gif,38604,127.44,4,60,6,,,,,
Tue Aug 22 10:43:25 1995,/SDSC/Partners/vrml/Images/cube.gif,38605,70.32,2,151,4,,,,,
Tue Aug 22 10:43:27 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38607,409.49,1,191,8,,,,,
Tue Aug 22 10:43:33 1995,/Events/vrml95/registration.html,38613,426.61,4,492,10,,,,,
Tue Aug 22 10:43:35 1995,/wow/mexico/buttons/winbard.gif,38615,25.84,1,83,3,,,,,
Tue Aug 22 10:43:37 1995,/wow/mexico/city/museum.jpg,38617,444.74,4,346,3,,,,,
Tue Aug 22 10:43:43 1995,/Events/vrml95/cyan_dot.gif,38623,89.6,4,67,4,,,,,
Tue Aug 22 10:43:46 1995,/SDSC/Geninfo/Internet,38626,125.48,1,405,11,,,,,
Tue Aug 22 10:43:59 1995,/wow/situr/rad-map.html,38639,436.49,3,299,5,,,,,
Tue Aug 22 10:44:01 1995,/SDSC/Geninfo/Internet/books,38641,58.36,2,398,4,,,,,
Tue Aug 22 10:44:01 1995,/cgi-bin/aglimpse.cgi,38641,182.27,2,210,4,,,,,
Tue Aug 22 10:44:03 1995,/SDSC/Geninfo/Internet/magazines,38643,518.74,1,405,2,,,,,
Tue Aug 22 10:44:04 1995,/wow/situr/rad-mp.jpg,38644,263.01,4,173,11,,,,,
Tue Aug 22 10:44:09 1995,/surfrider,38649,269.88,3,206,5,,,,,
Tue Aug 22 10:44:10 1995,,38650,,,,5,,,,,
Tue Aug 22 10:44:10 1995,,38650,,,,6,,,,,
Tue Aug 22 10:44:10 1995,,38650,,,,10,,,,,
Tue Aug 22 10:44:11 1995,/SDSC/Partners/Surfrider/hdsurf.gif,38651,464.69,1,288,8,,,,,
Tue Aug 22 10:44:11 1995,/SDSC/Partners/Surfrider/air1.gif,38651,336.3,2,334,1,,,,,
Tue Aug 22 10:44:15 1995,/vrml,38655,73.11,3,316,5,,,,,
Tue Aug 22 10:44:17 1995,/SDSC/Partners/Surfrider/brown.htm,38657,57.32,3,286,6,,,,,
Tue Aug 22 10:44:17 1995,/SDSC/Partners/vrml/Images/cone.gif,38657,127.44,4,60,1,,,,,
Tue Aug 22 10:44:17 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38657,450.42,1,380,5,,,,,
Tue Aug 22 10:44:17 1995,/wow/mexico/cancun/archeo.jpg,38657,551.32,3,126,9,,,,,
Tue Aug 22 10:44:17 1995,/SDSC/Partners/vrml/Images/cube.gif,38657,70.32,2,151,5,,,,,
Tue Aug 22 10:44:17 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,38657,534.53,3,323,11,,,,,
Tue Aug 22 10:44:18 1995,/SDSC/Partners/Surfrider/dangers.gif,38658,150.89,4,321,10,,,,,
Tue Aug 22 10:44:21 1995,/SDSC/Partners/vrml/examples.html,38661,68.84,4,229,3,,,,,
Tue Aug 22 10:44:22 1995,/wow/wow-mbos.gif,38662,330.22,4,89,4,,,,,
Tue Aug 22 10:44:25 1995,/SC95/scinet/scinet_info.html,38665,211.49,1,70,11,,,,,
Tue Aug 22 10:44:27 1995,/SDSC/Partners/Surfrider/bstats.htm,38667,479.04,2,197,10,,,,,
Tue Aug 22 10:44:27 1995,/SC95/scinet/images/title_bar.gif,38667,425.2,4,347,4,,,,,
Tue Aug 22 10:44:27 1995,/SC95/scinet/images/navigation_bar.gif,38667,547.71,4,275,11,,,,,
Tue Aug 22 10:44:28 1995,/SDSC/Partners/Surfrider/img0076.gif,38668,426.95,4,425,11,,,,,
Tue Aug 22 10:44:29 1995,/wow/situr/rdson-2.jpg,38669,380.96,4,345,1,,,,,
Tue Aug 22 10:44:37 1995,/SDSC/Partners/vrml/repos_software.html,38677,387.05,2,440,3,,,,,
Tue Aug 22 10:44:38 1995,/SDSC/Partners/vrml/research.html,38678,94.39,4,264,11,,,,,
Tue Aug 22 10:44:40 1995,/wow/mexico/cancun/pyr.gif,38680,386.82,2,338,11,,,,,
Tue Aug 22 10:44:42 1995,/SC95/scinet/org/exec/Core_home_page.html,38682,338.54,3,84,5,,,,,
Tue Aug 22 10:44:42 1995,/,38682,233.89,4,430,10,,,,,
Tue Aug 22 10:44:42 1995,/wow/mexico/cancun/archeo1.gif,38682,331.76,3,240,9,,,,,
Tue Aug 22 10:44:42 1995,/cgi-tools/tryit.cgi,38682,253.56,4,82,6,,,,,
Tue Aug 22 10:44:43 1995,/SC95/scinet/images/navigation_bar.gif,38683,547.71,4,275,8,,,,,
Tue Aug 22 10:44:43 1995,/SC95/scinet/images/title_bar.gif,38683,425.2,4,347,5,,,,,
Tue Aug 22 10:44:43 1995,/vrml,38683,73.11,3,316,10,,,,,
Tue Aug 22 10:44:45 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38685,450.42,1,380,11,,,,,
Tue Aug 22 10:44:45 1995,/images/biglogo.gif,38685,348.38,1,80,5,,,,,
Tue Aug 22 10:44:46 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,38686,534.53,3,323,5,,,,,
Tue Aug 22 10:44:48 1995,/SC95/scinet/org/exec/org_chart.html,38688,574.71,2,308,1,,,,,
Tue Aug 22 10:44:48 1995,/images/iotw.gif,38688,392.72,4,64,4,,,,,
Tue Aug 22 10:44:49 1995,/SC95/scinet/org/exec/org_chart.gif,38689,158.91,3,188,7,,,,,
Tue Aug 22 10:44:51 1995,/SDSC/Partners/vrml/software/browsers.html,38691,364.22,2,182,4,,,,,
Tue Aug 22 10:44:51 1995,/images/redbar.gif,38691,186.32,4,440,1,,,,,
Tue Aug 22 10:44:52 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38692,409.49,1,191,5,,,,,
Tue Aug 22 10:44:54 1995,,38694,,,,5,,,,,
Tue Aug 22 10:44:54 1995,,38694,,,,8,,,,,
Tue Aug 22 10:44:54 1995,,38694,,,,9,,,,,
Tue Aug 22 10:44:54 1995,/images/blackbar.gif,38694,4.71,4,406,9,,,,,
Tue Aug 22 10:44:57 1995,/SDSC/Partners/vrml/research.html,38697,94.39,4,264,8,,,,,
Tue Aug 22 10:45:03 1995,/wow/mexico/mexico1.html,38703,423.34,4,404,2,,,,,
Tue Aug 22 10:45:03 1995,/Education/Expeditions/FASTexpeditions/bin/FASTexec.tar.gz,38703,528.71,3,272,2,,,,,
Tue Aug 22 10:45:04 1995,/wow/mexico/resort/pv2.html,38704,209.89,3,496,11,,,,,
Tue Aug 22 10:45:07 1995,/wow/mexico/posadas/psds-a.jpg,38707,161.46,1,360,1,,,,,
Tue Aug 22 10:45:13 1995,/cgi-bin/imagemap.cgi,38713,509.15,3,465,11,,,,,
Tue Aug 22 10:45:13 1995,/wow/wow-4.gif,38713,325.61,1,237,3,,,,,
Tue Aug 22 10:45:14 1995,/explore.html,38714,481.85,3,380,10,,,,,
Tue Aug 22 10:45:17 1995,/wow/cgi-bin/maps/tc-3.jpg,38717,235.04,3,211,3,,,,,
Tue Aug 22 10:45:19 1995,/explore.html,38719,481.85,3,380,3,,,,,
Tue Aug 22 10:45:20 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38720,450.42,1,380,5,,,,,
Tue Aug 22 10:45:23 1995,/cgi-bin/imagemap.cgi,38723,509.15,3,465,3,,,,,
Tue Aug 22 10:45:25 1995,/explore.html,38725,481.85,3,380,11,,,,,
Tue Aug 22 10:45:25 1995,/images/sdsc_logo_tiny.gif,38725,76.63,3,482,4,,,,,
Tue Aug 22 10:45:25 1995,/vrml,38725,73.11,3,316,9,,,,,
Tue Aug 22 10:45:26 1995,/SDSC/Partners/vrml/repos_software.html,38726,387.05,2,440,7,,,,,
Tue Aug 22 10:45:26 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38726,450.42,1,380,4,,,,,
Tue Aug 22 10:45:28 1995,/cgi-bin/imagemap.cgi,38728,509.15,3,465,5,,,,,
Tue Aug 22 10:45:30 1995,/cgi-tools/tryit.cgi,38730,253.56,4,82,2,,,,,
Tue Aug 22 10:45:30 1995,/SDSC/Partners/vrml/Images/cone.gif,38730,127.44,4,60,8,,,,,
Tue Aug 22 10:45:30 1995,/explore.html,38730,481.85,3,380,2,,,,,
Tue Aug 22 10:45:30 1995,/wow/mexico/maps/maps.html,38730,232.92,4,130,1,,,,,
Tue Aug 22 10:45:31 1995,/SDSC/Partners/vrml/Images/cube.gif,38731,70.32,2,151,10,,,,,
Tue Aug 22 10:45:31 1995,/ucsd.html,38731,246.99,4,264,1,,,,,
Tue Aug 22 10:45:32 1995,/wow/mexico/sport/golfmapd.gif,38732,520.89,4,341,10,,,,,
Tue Aug 22 10:45:33 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,38733,534.53,3,323,8,,,,,
Tue Aug 22 10:45:33 1995,/images/logo.gif,38733,280.91,1,95,4,,,,,
Tue Aug 22 10:45:33 1995,/images/redbar.gif,38733,186.32,4,440,6,,,,,
Tue Aug 22 10:45:33 1995,/images/blackbar.gif,38733,4.71,4,406,6,,,,,
Tue Aug 22 10:45:35 1995,/cgi-tools/cgi_docs.html,38735,276.45,4,203,6,,,,,
Tue Aug 22 10:45:35 1995,/vrml,38735,73.11,3,316,7,,,,,
Tue Aug 22 10:45:36 1995,/SDSC/Partners/vrml/Images/cone.gif,38736,127.44,4,60,8,,,,,
Tue Aug 22 10:45:36 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,38736,534.53,3,323,5,,,,,
Tue Aug 22 10:45:36 1995,,38736,,,,9,,,,,
Tue Aug 22 10:45:36 1995,,38736,,,,3,,,,,
Tue Aug 22 10:45:36 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38736,450.42,1,380,1,,,,,
Tue Aug 22 10:45:36 1995,/SDSC/Partners/vrml/Images/cube.gif,38736,70.32,2,151,10,,,,,
Tue Aug 22 10:45:38 1995,/EnablingTech/Visualization/vrml/webview.html,38738,445.63,2,457,10,,,,,
Tue Aug 22 10:45:39 1995,,38739,,,,3,,,,,
Tue Aug 22 10:45:39 1995,,38739,,,,5,,,,,
Tue Aug 22 10:45:39 1995,,38739,,,,9,,,,,
Tue Aug 22 10:45:41 1995,/SDSC/Partners/vrml/software/browsers.html,38741,364.22,2,182,9,,,,,
Tue Aug 22 10:45:41 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,38741,400.6,2,314,6,,,,,
Tue Aug 22 10:45:47 1995,/SDSC/Geninfo/Internet/recreation,38747,315.96,2,252,7,,,,,
Tue Aug 22 10:45:49 1995,/SDSC/Partners/vrml/repos_software.html,38749,387.05,2,440,2,,,,,
Tue Aug 22 10:45:53 1995,/SDSC/Partners/vrml/software/browsers.html,38753,364.22,2,182,9,,,,,
Tue Aug 22 10:45:55 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38755,409.49,1,191,8,,,,,
Tue Aug 22 10:45:58 1995,/SC95,38758,350.65,3,381,11,,,,,
Tue Aug 22 10:46:00 1995,/SC95/Images/logo.gif,38760,217.35,1,187,7,,,,,
Tue Aug 22 10:46:00 1995,/SC95/Images/yellow_button.gif,38760,19.37,2,285,3,,,,,
Tue Aug 22 10:46:00 1995,/SC95/Images/reddot_button.gif,38760,407.97,4,372,2,,,,,
Tue Aug 22 10:46:00 1995,/SC95/Images/redcheck_button.gif,38760,231.41,4,192,10,,,,,
Tue Aug 22 10:46:03 1995,/SC95/Images/stripe_button.gif,38763,296.5,2,408,5,,,,,
Tue Aug 22 10:46:05 1995,/images/biglogo.gif,38765,348.38,1,80,3,,,,,
Tue Aug 22 10:46:06 1995,/SC95,38766,350.65,3,381,5,,,,,
Tue Aug 22 10:46:19 1995,/wow/mexico/city/main.html,38779,157.77,4,333,3,,,,,
Tue Aug 22 10:46:21 1995,/wow/wow-mbos.gif,38781,330.22,4,89,11,,,,,
Tue Aug 22 10:46:21 1995,/cgi-bin/mfs.cgi,38781,487.08,3,170,10,,,,,
Tue Aug 22 10:46:22 1995,/wow/mexico/city/taesa.html,38782,166.24,3,62,11,,,,,
Tue Aug 22 10:46:22 1995,/wow/mexico/maps/mexmap2d.gif,38782,176.23,1,479,2,,,,,
Tue Aug 22 10:46:26 1995,,38786,,,,1,,,,,
Tue Aug 22 10:46:26 1995,,38786,,,,6,,,,,
Tue Aug 22 10:46:28 1995,/SDSC/Research/Visualization/Tecate/images/logo_small.gif,38788,484.05,2,435,10,,,,,
Tue Aug 22 10:46:29 1995,/cgi-tools/tryit.cgi,38789,253.56,4,82,8,,,,,
Tue Aug 22 10:46:30 1995,/images/biglogo.gif,38790,348.38,1,80,8,,,,,
Tue Aug 22 10:46:34 1995,,38794,,,,7,,,,,
Tue Aug 22 10:46:35 1995,,38795,,,,4,,,,,
Tue Aug 22 10:46:39 1995,/SDSC/Partners/vrml/examples.html,38799,68.84,4,229,4,,,,,
Tue Aug 22 10:46:40 1995,/SDSC/Partners/vrml/Images/cube.gif,38800,70.32,2,151,9,,,,,
Tue Aug 22 10:46:40 1995,/SDSC/Partners/vrml/Images/cone.gif,38800,127.44,4,60,10,,,,,
Tue Aug 22 10:46:40 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38800,409.49,1,191,3,,,,,
Tue Aug 22 10:46:49 1995,/Services/Consult/Cray/CUG/CUG_intro.html,38809,227.97,3,218,6,,,,,
Tue Aug 22 10:46:52 1995,/SDSC/Geninfo/Images/copyright.xbm,38812,75.25,4,339,9,,,,,
Tue Aug 22 10:46:52 1995,/vrml,38812,73.11,3,316,3,,,,,
Tue Aug 22 10:46:52 1995,/Services/Consult/Misc/search.gif,38812,11.29,4,122,6,,,,,
Tue Aug 22 10:46:52 1995,/Services/Consult/Misc/info_services_icon.gif,38812,461.25,2,235,7,,,,,
Tue Aug 22 10:47:02 1995,/Services/Consult/Cray/CUG/CUG_pref.html,38822,523.33,3,402,10,,,,,
Tue Aug 22 10:47:08 1995,/cgi-bin/imagemap.cgi,38828,509.15,3,465,2,,,,,
Tue Aug 22 10:47:10 1995,/research.html,38830,476.5,1,119,4,,,,,
Tue Aug 22 10:47:11 1995,/vrml,38831,73.11,3,316,5,,,,,
Tue Aug 22 10:47:12 1995,/images/research.gif,38832,92.95,3,191,5,,,,,
Tue Aug 22 10:47:14 1995,/vrml,38834,73.11,3,316,10,,,,,
Tue Aug 22 10:47:14 1995,/EnablingTech/Visualization/vrml/webview.html,38834,445.63,2,457,10,,,,,
Tue Aug 22 10:47:16 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,38836,400.6,2,314,3,,,,,
Tue Aug 22 10:47:16 1995,/SDSC/Partners/vrml/Images/cone.gif,38836,127.44,4,60,10,,,,,
Tue Aug 22 10:47:16 1995,/SDSC/Partners/vrml/Images/cube.gif,38836,70.32,2,151,6,,,,,
Tue Aug 22 10:47:16 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,38836,534.53,3,323,6,,,,,
Tue Aug 22 10:47:16 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,38836,450.42,1,380,3,,,,,
Tue Aug 22 10:47:31 1995,/SDSC/Partners/vrml/examples.html,38851,68.84,4,229,9,,,,,
Tue Aug 22 10:47:32 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,38852,409.49,1,191,2,,,,,
Tue Aug 22 10:47:36 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview_building_v1.0b1.html,38856,302.55,1,372,10,,,,,
